symbol,date,open,high,low,close,volume,daily_return,ma_5,volatility_10,volume_spike,day_of_week,lag_close_1,hl_range,next_day_close,price_up
AAPL,2021-03-01,123.75,127.93,122.79,127.79,116307900.0,0.032646464646464694,124.25,3.990024227161318,0.8326969016211424,0,121.26,0.04186008632624807,125.12,0
AAPL,2021-03-02,128.41,128.72,125.01,125.12,102260945.0,-0.025621057550034982,124.102,3.3891409924445024,0.7959676954304353,1,127.79,0.029677625789936754,122.06,0
AAPL,2021-03-03,124.81,125.71,121.84,122.06,112966340.0,-0.02203349090617739,123.444,3.2087534789837044,0.8766661085632147,2,125.12,0.03176296782665783,120.13,0
AAPL,2021-03-04,121.75,123.6,118.62,120.13,178155000.0,-0.01330595482546205,123.272,3.2094168733070347,1.3211334477373868,3,122.06,0.041982802225594244,121.42,1
AAPL,2021-03-05,120.98,121.94,117.57,121.42,153766601.0,0.003636964787568174,123.304,2.692565071946818,1.158829062003143,4,120.13,0.037169345921578674,116.36,0
AAPL,2021-03-08,120.93,121.0,116.21,116.36,154376610.0,-0.037790457289341,121.018,3.375981174249981,1.1002922265850192,0,121.42,0.041218483779364996,121.09,1
AAPL,2021-03-09,119.03,122.06,118.79,121.09,129525800.0,0.01730656137108294,120.21199999999999,3.2020273092043303,0.8886355302472989,1,116.36,0.027527569660745817,119.98,0
AAPL,2021-03-10,121.69,122.17,119.45,119.98,111943326.0,-0.014052099597337445,119.796,3.0539082428188706,0.7690873189050528,2,121.09,0.022771033905399737,121.96,1
AAPL,2021-03-11,122.54,123.21,121.26,121.96,103026514.0,-0.004733148359719377,120.16199999999999,3.047071636105235,0.7893072396941935,3,119.98,0.016081147946561014,121.03,0
AAPL,2021-03-12,120.4,121.17,119.16,121.03,88105100.0,0.0052325581395348455,120.08399999999999,3.0517688859634857,0.7504982943549696,4,121.96,0.016868076535750294,123.99,1
AAPL,2021-03-15,121.41,124.0,120.42,123.99,92590555.0,0.021250308870768456,121.60999999999999,2.36845097057159,0.8814936184347838,0,121.03,0.02972928085035707,125.57,1
AAPL,2021-03-16,125.7,127.22,124.72,125.57,115227936.0,-0.0010342084327765288,122.506,2.451613754244638,1.1277100957675066,1,123.99,0.020044900577293138,124.76,0
AAPL,2021-03-17,124.05,125.86,122.34,124.76,111932636.0,0.005723498589278581,123.46199999999999,2.6758195006392818,1.0954826520553764,2,125.57,0.028772273990518196,120.53,0
AAPL,2021-03-18,122.88,123.18,120.32,120.53,121469755.0,-0.019124348958333287,123.176,2.6538209350966024,1.1474002706332296,3,124.76,0.02376994680851075,119.99,0
AAPL,2021-03-19,119.9,121.43,119.68,119.99,185549522.0,0.000750625521267633,122.968,2.7067290633204673,1.4802032834977321,4,120.53,0.014622326203208556,123.39,1
AAPL,2021-03-22,120.33,123.87,120.26,123.39,111912300.0,0.025430067314884088,122.848,2.0489100083272533,0.8660707313439279,0,119.99,0.03001829369698985,122.54,0
AAPL,2021-03-23,123.33,124.24,122.14,122.54,95467142.0,-0.006405578529149372,122.242,2.010291300063862,0.7621137057716039,1,123.39,0.01719338464057634,120.09,0
AAPL,2021-03-24,122.82,122.9,120.07,120.09,88530500.0,-0.022227650219833823,121.30800000000002,1.9959862502313108,0.7341699258400015,2,122.54,0.0235695844090948,120.59,1
AAPL,2021-03-25,119.54,121.66,119.0,120.59,98844700.0,0.008783670737828318,121.32000000000001,2.07389488643985,0.8516628531378245,3,120.09,0.022352941176470558,121.21,1
AAPL,2021-03-26,120.35,121.48,118.92,121.21,94071234.0,0.00714582467802243,121.564,2.0629008701344227,0.9622161859532984,4,120.59,0.021527077026572503,121.39,1
AAPL,2021-03-29,121.65,122.58,120.73,121.39,80819203.0,-0.002137279079325977,121.16400000000002,1.9838021854793169,0.8828207931335413,0,121.21,0.01532344901847092,119.9,0
AAPL,2021-03-30,120.11,120.4,118.86,119.9,85671919.0,-0.0017483973024726813,120.636,1.630865141914748,0.9562931021573016,1,121.39,0.012956419316843397,122.15,1
AAPL,2021-03-31,121.65,123.52,121.15,122.15,118323826.0,0.004110152075626798,121.048,1.189433104933882,1.2383941509563117,2,119.9,0.019562525794469585,123.0,1
AAPL,2021-04-01,123.66,124.18,122.49,123.0,75089134.0,-0.005337214944201816,121.53,1.2919601817055397,0.8270178064042583,3,122.15,0.013797044656706768,125.9,1
AAPL,2021-04-05,123.87,126.16,123.07,125.9,88651200.0,0.016388148865746355,122.468,1.8103418952725934,0.9881858887574084,0,123.0,0.02510766230600474,126.21,1
AAPL,2021-04-06,126.5,127.13,125.65,126.21,80171300.0,-0.0022924901185771246,123.43200000000002,2.221174864295719,0.8949539989605753,1,125.9,0.011778750497413368,127.9,1
AAPL,2021-04-07,125.83,127.92,125.14,127.9,83466716.0,0.016450766907732714,125.032,2.845140886962875,0.9363507796740036,2,126.21,0.022215119066645365,130.36,1
AAPL,2021-04-08,128.95,130.39,128.52,130.36,88844600.0,0.010934470725087438,126.674,3.518479627465525,1.0672717590416385,3,127.9,0.014550264550264364,133.0,1
AAPL,2021-04-09,129.8,133.04,129.47,133.0,106686703.0,0.02465331278890592,128.674,4.331260529889491,1.1911770282236667,4,130.36,0.02757395535645318,131.24,0
AAPL,2021-04-12,132.52,132.85,130.63,131.24,91420000.0,-0.009658919408391194,129.74200000000002,4.4883262161102815,1.0144492572847694,0,133.0,0.016994564801347308,134.43,1
AAPL,2021-04-13,132.44,134.66,131.93,134.43,91266545.0,0.015025672002416257,131.38600000000002,4.846257318797709,0.9884080183369527,1,131.24,0.020692791631925944,132.03,0
AAPL,2021-04-14,134.94,135.0,131.66,132.03,87222800.0,-0.021565140062249865,132.21200000000002,4.237802889863269,0.936991648395952,2,134.43,0.025368373082181404,134.5,1
AAPL,2021-04-15,133.82,135.0,133.64,134.5,89347102.0,0.005081452697653616,133.04000000000002,3.930544350199962,0.9587768593657832,3,132.03,0.010176593834181485,134.16,0
AAPL,2021-04-16,134.3,134.67,133.28,134.16,84922400.0,-0.0010424422933731554,133.272,3.301269284515975,0.9559482691889647,4,134.5,0.010429171668667364,134.84,1
AAPL,2021-04-19,133.51,135.47,133.34,134.84,94264215.0,0.009961800614186297,133.99200000000002,2.9685651228983385,1.0543551665797501,0,134.16,0.01597420128993547,133.11,0
AAPL,2021-04-20,135.02,135.53,131.81,133.11,94812349.0,-0.014146052436676021,133.728,2.2134390035014713,1.0521404845580253,1,134.84,0.028222441392914036,133.5,1
AAPL,2021-04-21,132.36,133.75,131.3,133.5,68847136.0,0.008612873980054293,134.022,1.4966410539750838,0.7964856420855967,2,133.11,0.01865955826351857,131.94,0
AAPL,2021-04-22,133.04,134.15,131.41,131.94,84566500.0,-0.008268190018039644,133.51,1.2335157522748874,0.9892841249883602,3,133.5,0.02085077239175108,134.32,1
AAPL,2021-04-23,132.16,135.12,132.16,134.32,78756779.0,0.01634382566585954,133.542,1.2708793980718902,0.9348052677666799,4,131.94,0.022397094430992796,134.72,1
AAPL,2021-04-26,134.83,135.06,133.56,134.72,66905100.0,-0.000815842171623627,133.518,1.0725488851843172,0.8492912084237254,0,134.32,0.011230907457322551,134.39,0
AAPL,2021-04-27,135.01,135.41,134.11,134.39,66015804.0,-0.004592252425746275,133.774,1.0698229344663168,0.9040998863081705,1,134.72,0.009693535157706233,133.58,0
AAPL,2021-04-28,134.31,135.02,133.08,133.58,107760100.0,-0.005435187253368995,133.79000000000002,0.8899338302487324,1.3336504652847951,2,134.39,0.01457769762548841,133.48,0
AAPL,2021-04-29,136.47,137.07,132.45,133.48,151101000.0,-0.0219095771964535,134.09799999999998,0.872572187398392,1.6056168530533221,3,133.58,0.03488108720271804,131.46,0
AAPL,2021-04-30,131.78,133.56,131.07,131.46,109839500.0,-0.0024282895735315917,133.526,1.1299478847368545,1.0948444108169653,4,133.48,0.018997482261387116,132.54,1
AAPL,2021-05-03,132.04,134.07,131.83,132.54,75135100.0,0.00378673129354741,133.08999999999997,1.0668978916045553,0.7368331701537945,0,131.46,0.016991580065235382,127.85,0
AAPL,2021-05-04,131.19,131.49,126.7,127.85,137564718.0,-0.02545925756536324,131.78199999999998,2.032681862848894,1.1830462598669822,1,132.54,0.037805840568271555,128.1,1
AAPL,2021-05-05,129.2,130.45,127.97,128.1,84000900.0,-0.008513931888544848,130.68599999999998,2.4862412504732965,0.7531805154331329,2,127.85,0.01937954208017496,129.74,1
AAPL,2021-05-06,127.89,129.75,127.13,129.74,78128334.0,0.014465556337477587,129.93800000000002,2.609805441875692,0.8059975593382424,3,128.1,0.020608825611578736,130.21,1
AAPL,2021-05-07,130.85,131.26,129.48,130.21,78973300.0,-0.004891096675582624,129.68800000000002,2.5293874972235426,0.8701288088520087,4,129.74,0.01374729687982701,126.85,0
AAPL,2021-05-10,129.41,129.54,126.81,126.85,88071229.0,-0.019782087937562802,128.55,2.673424769841095,0.9434751213495935,0,130.21,0.02152827064111655,125.91,0
AAPL,2021-05-11,123.5,126.27,122.77,125.91,126142826.0,0.019514170040485803,128.16199999999998,2.758763007823167,1.3852210642823735,1,126.85,0.028508593304553232,122.77,0
AAPL,2021-05-12,123.4,124.64,122.25,122.77,112172300.0,-0.0051053484602918125,127.096,3.260240107040596,1.1600319196347193,2,125.91,0.019550102249488756,124.97,1
AAPL,2021-05-13,124.58,126.15,124.26,124.97,105861339.0,0.00313051854230214,126.14199999999998,3.031974054418583,1.035377461435005,3,122.77,0.015210043457267024,127.45,1
AAPL,2021-05-14,126.25,127.89,125.85,127.45,81918000.0,0.009504950495049527,125.59,2.784470625930102,0.7966109073002448,4,124.97,0.016209773539928536,126.27,0
AAPL,2021-05-17,126.82,126.93,125.17,126.27,74244624.0,-0.004336855385585848,125.474,2.2035970593557055,0.7419430705323126,0,127.45,0.014060877206998522,124.85,0
AAPL,2021-05-18,126.56,126.99,124.78,124.85,63342929.0,-0.013511378002528508,125.26199999999999,2.279730978281109,0.7238543444583588,1,126.27,0.01771117166212529,124.69,0
AAPL,2021-05-19,123.16,124.92,122.86,124.69,92612000.0,0.012422864566417677,125.646,2.303950472075971,1.107854987088678,2,124.85,0.016767051929024925,127.31,1
AAPL,2021-05-20,125.23,127.72,125.1,127.31,76857123.0,0.016609438632915422,126.11399999999999,2.019756861055102,0.9879450738330328,3,124.69,0.020943245403677094,125.43,0
AAPL,2021-05-21,127.82,128.0,125.21,125.43,79295436.0,-0.018698169300578833,125.71,1.424172274223935,1.0262068400443995,4,127.31,0.022282565290312327,127.1,1
AAPL,2021-05-24,126.01,127.94,125.94,127.1,63092945.0,0.00865010713435433,125.876,1.449545905908065,0.8407898745681885,0,125.43,0.01588057805304113,126.9,0
AAPL,2021-05-25,127.82,128.32,126.32,126.9,72009500.0,-0.007197621655452883,126.28599999999999,1.5002977482269322,0.9379485505349661,1,127.1,0.015832805573147563,126.85,0
AAPL,2021-05-26,126.96,127.39,126.42,126.85,56575920.0,-0.0008664146187775633,126.718,1.09174478092089,0.813267540294951,2,126.9,0.0076728365764910525,125.28,0
AAPL,2021-05-27,126.44,127.64,125.08,125.28,94625601.0,-0.009174311926605477,126.31199999999998,1.0573662247937838,1.294115915977346,3,126.85,0.020466901183242743,124.61,0
AAPL,2021-05-28,125.57,125.8,124.55,124.61,71311109.0,-0.007645138169945001,126.148,1.0695320887613928,0.9970372333996267,4,125.28,0.010036130068245684,124.28,0
AAPL,2021-06-01,125.08,125.35,123.94,124.28,67637118.0,-0.006395906619763329,125.58400000000002,1.178605579111432,0.9338035460025034,1,124.61,0.01137647248668708,125.06,1
AAPL,2021-06-02,124.28,125.24,124.05,125.06,59278900.0,0.006276150627615072,125.21599999999998,1.1629507489339,0.848226101942277,2,124.28,0.009592906086255524,123.54,0
AAPL,2021-06-03,124.68,124.85,123.13,123.54,76229200.0,-0.009143407122232921,124.554,1.3250844836803404,1.0326867047253532,3,125.06,0.013968975879152107,125.89,1
AAPL,2021-06-04,124.07,126.16,123.85,125.89,75169343.0,0.014669138389618823,124.676,1.1955119777277172,1.0749974823072916,4,123.54,0.01865159467097297,125.9,1
AAPL,2021-06-07,126.17,126.32,124.83,125.9,71057600.0,-0.002139969881905334,124.934,1.201937787261046,1.0169327715839385,0,125.89,0.011936233277257029,126.74,1
AAPL,2021-06-08,126.6,128.46,126.21,126.74,74403800.0,0.0011058451816745702,125.426,1.154510478274663,1.044589792189559,1,125.9,0.01782743047302127,127.13,1
AAPL,2021-06-09,127.21,127.75,126.52,127.13,56877937.0,-0.0006288813772502028,125.84,1.1872171008059063,0.8039559828876681,2,126.74,0.00972178311729374,126.11,0
AAPL,2021-06-10,127.02,128.19,125.94,126.11,71186421.0,-0.0071642261061249934,126.354,1.1166238797779895,1.0207545330555132,3,127.13,0.01786565030967127,127.35,1
AAPL,2021-06-11,126.53,127.44,126.1,127.35,53522400.0,0.006480676519402459,126.646,1.2630514197333311,0.8182648134651778,4,126.11,0.010626486915146737,130.48,1
AAPL,2021-06-14,127.82,130.54,127.07,130.48,96906500.0,0.020810514786418374,127.56199999999998,1.9157290460237508,1.3730137132511886,0,127.35,0.027307783111670727,129.64,0
AAPL,2021-06-15,129.94,130.6,129.39,129.64,62746332.0,-0.002308757888256206,128.142,2.049114713995346,0.919388222216537,1,130.48,0.009351572764510457,130.15,1
AAPL,2021-06-16,130.37,130.89,128.46,130.15,91815026.0,-0.0016875047940477015,128.746,2.1999194429697932,1.2203710533581482,2,129.64,0.018916394208313703,131.79,1
AAPL,2021-06-17,129.8,132.55,129.65,131.79,96721700.0,0.015331278890600774,129.882,2.182978597136554,1.2038688178657606,3,130.15,0.02236791361357505,130.46,0
AAPL,2021-06-18,130.71,131.51,130.24,130.46,108953309.0,-0.0019126310152245427,130.504,2.1427150481989794,1.191676791491969,4,131.79,0.009751228501228362,132.3,1
AAPL,2021-06-21,130.3,132.41,129.21,132.3,79663316.0,0.015349194167306216,130.868,2.2097020915348944,0.9054713958500398,0,130.46,0.024765884993421472,133.98,1
AAPL,2021-06-22,132.13,134.08,131.62,133.98,74783618.0,0.014001362294709713,131.73600000000002,2.478415488438815,0.8273677872101673,1,132.3,0.01869016866737584,133.7,0
AAPL,2021-06-23,133.77,134.32,133.23,133.7,60214200.0,-0.0005232862375721133,132.446,2.5214863341555414,0.7162624604470428,2,133.98,0.008181340538917687,133.41,0
AAPL,2021-06-24,134.45,134.64,132.93,133.41,68711000.0,-0.00773521755299362,132.77,2.0999058179937458,0.8756888092011917,3,133.7,0.012863913337846833,133.11,0
AAPL,2021-06-25,133.46,133.89,132.81,133.11,70783746.0,-0.002622508616813984,133.3,1.624218102486171,0.9993303796057261,4,133.41,0.008131917777275687,134.78,1
AAPL,2021-06-28,133.41,135.25,133.35,134.78,62111303.0,0.010269095270219658,133.796,1.7686956901750013,0.9226171932243428,0,133.11,0.014248218972628464,136.33,1
AAPL,2021-06-29,134.8,136.49,134.35,136.33,64556100.0,0.01135014836795253,134.26600000000002,1.8978376584357022,0.9889825074304022,1,134.78,0.015928544845552773,136.96,1
AAPL,2021-06-30,136.17,137.41,135.87,136.96,63261400.0,0.005801571564955721,134.91800000000003,1.9811321118095921,0.9601833292130552,2,136.33,0.011334363730036006,137.27,1
AAPL,2021-07-01,136.6,137.33,135.76,137.27,52485800.0,0.004904831625183133,135.69,2.1503229731571474,0.837900330055699,3,136.96,0.01156452563347099,139.96,1
AAPL,2021-07-02,137.9,140.0,137.75,139.96,78945572.0,0.014938361131254548,137.06,2.3853720883749276,1.2283036004694732,4,137.27,0.016333938294010888,142.02,1
AAPL,2021-07-06,140.07,143.15,140.07,142.02,108181800.0,0.01392161062325992,138.508,2.9861413228442144,1.4721389399957332,1,139.96,0.021989005497251465,144.57,1
AAPL,2021-07-07,143.54,144.89,142.66,144.57,104911600.0,0.00717570015326739,140.156,3.875617370174375,1.2863555363520272,2,142.02,0.015631571568764824,143.24,0
AAPL,2021-07-08,141.58,144.06,140.67,143.24,105575500.0,0.01172481988981492,141.41199999999998,4.083901321040573,1.1727997800454562,3,144.57,0.024098955001066433,145.11,1
AAPL,2021-07-09,142.75,145.65,142.65,145.11,99890800.0,0.0165323992994747,142.98,4.2431415248606115,1.0039169996976434,4,143.24,0.021030494216614088,144.5,0
AAPL,2021-07-12,146.21,146.32,144.0,144.5,76299719.0,-0.011695506463306258,143.888,3.901447594589636,0.7709231760626547,0,145.11,0.016111111111111062,145.64,1
AAPL,2021-07-13,144.03,147.46,143.63,145.64,100827100.0,0.011178226758314137,144.612,3.643313510161967,1.0341140923396888,1,144.5,0.026665738355496852,149.15,1
AAPL,2021-07-14,148.1,149.57,147.68,149.15,127050800.0,0.007089804186360644,145.52800000000002,3.8482833113531516,1.2464663587990343,2,145.64,0.0127979414951245,148.48,0
AAPL,2021-07-15,149.24,150.0,147.09,148.48,106820300.0,-0.005092468507102783,146.576,3.6086568754092645,1.0454360805723721,3,149.15,0.019783805833163345,146.39,0
AAPL,2021-07-16,148.46,149.76,145.88,146.39,93251426.0,-0.01394314966994491,146.832,2.7771456169548223,0.9246558961816798,4,148.48,0.026597203180696433,142.45,0
AAPL,2021-07-19,143.75,144.07,141.67,142.45,121434600.0,-0.009043478260869644,146.422,2.36553611494405,1.1051882658167183,0,146.39,0.0169407778640503,146.15,1
AAPL,2021-07-20,143.46,147.1,142.96,146.15,96350036.0,0.01875087132301685,146.524,2.103382461125658,0.8840958856767605,1,142.45,0.028959149412422957,145.4,0
AAPL,2021-07-21,145.53,146.13,144.63,145.4,74993500.0,-0.0008932866075722906,145.774,2.075820855039139,0.7608148625189226,2,146.15,0.010371292263015973,146.8,1
AAPL,2021-07-22,145.94,148.2,145.81,146.8,77338200.0,0.005892832670960762,145.43800000000002,1.9154694811785271,0.83452288163284,3,145.4,0.016391194019614475,148.56,1
AAPL,2021-07-23,147.55,148.72,146.92,148.56,71447416.0,0.00684513724161295,145.872,2.042442981658518,0.8090271866337434,4,146.8,0.012251565477811132,148.99,1
AAPL,2021-07-26,148.27,149.83,147.7,148.99,72434100.0,0.004856005935118357,147.18,2.0831943953653114,0.9225787135062758,0,148.56,0.014421123899797049,146.77,0
AAPL,2021-07-27,149.12,149.21,145.55,146.77,104818600.0,-0.01575912017167378,147.304,2.0434893904499187,1.3068613987474749,1,148.99,0.025145997938852603,144.98,0
AAPL,2021-07-28,144.81,146.97,142.54,144.98,118931200.0,0.0011739520751328464,147.22,1.9602837096234145,1.3363971656880873,2,146.77,0.03107899536972083,145.64,1
AAPL,2021-07-29,144.69,146.55,144.58,145.64,56699500.0,0.006565761282742336,146.988,1.843306509748652,0.6681049061494511,3,144.98,0.013625674367132374,145.86,1
AAPL,2021-07-30,144.38,146.33,144.11,145.86,70440626.0,0.010250727247541338,146.448,1.8452702301330057,0.8319941897179254,4,145.64,0.015404899035459016,145.52,0
AAPL,2021-08-02,146.36,146.95,145.25,145.52,62880000.0,-0.005739273025416804,145.754,1.3477639918659743,0.7598425604281351,0,145.86,0.011703958691910422,147.36,1
AAPL,2021-08-03,145.81,148.04,145.18,147.36,64786618.0,0.010630272272135049,145.872,1.3702700463750446,0.8667385669569585,1,145.52,0.019699683151949202,146.95,0
AAPL,2021-08-04,147.27,147.79,146.28,146.95,56368300.0,-0.0021728797446867766,146.26600000000002,1.307168696072768,0.9057329803093079,2,147.36,0.010322668854252056,147.06,1
AAPL,2021-08-05,146.98,147.84,146.17,147.06,46397700.0,0.000544291740372925,146.55,1.3110085176404844,0.7710506155874731,3,146.95,0.011425053020455744,146.14,0
AAPL,2021-08-06,146.35,147.11,145.63,146.14,54126813.0,-0.0014349162965494224,146.606,1.1581119692525514,0.9510634177505084,4,147.06,0.010162741193435543,146.09,0
AAPL,2021-08-09,146.2,146.7,145.52,146.09,48908700.0,-0.0007523939808480522,146.72,0.7713343416829594,0.9037480657272435,0,146.14,0.008108851017042182,145.6,0
AAPL,2021-08-10,146.44,147.71,145.3,145.6,69023100.0,-0.005736137667304039,146.368,0.7702380584335834,1.2557663457894144,1,146.09,0.016586373021335143,145.86,1
AAPL,2021-08-11,146.05,146.72,145.53,145.86,48493500.0,-0.001300924340979101,146.15,0.6691586757460136,0.908288705188192,2,145.6,0.008177008177008161,148.89,1
AAPL,2021-08-12,146.19,149.05,145.84,148.89,73779113.0,0.018469115534578213,146.51600000000002,1.0458494686635247,1.2533347888816935,3,145.86,0.022010422380691223,149.1,1
AAPL,2021-08-13,148.97,149.44,148.27,149.1,59375009.0,0.0008726589246156639,147.108,1.288022170268675,0.9909727544637562,4,148.89,0.007891009644567258,151.12,1
AAPL,2021-08-16,148.54,151.19,146.47,151.12,103558782.0,0.017369058839369952,148.114,1.7695137436259596,1.4617469864960768,0,149.1,0.03222502901618078,150.19,0
AAPL,2021-08-17,150.23,151.68,149.09,150.19,92229735.0,-0.00026625840378081636,149.03199999999998,1.973885058004739,1.2217925825062554,1,151.12,0.01737205714668994,146.36,0
AAPL,2021-08-18,149.8,150.72,146.15,146.36,86326000.0,-0.022963951935914537,149.132,2.007327964122386,1.0393994620913332,2,150.19,0.03126924392747173,146.7,1
AAPL,2021-08-19,145.03,148.0,144.5,146.7,86960310.0,0.011514858994690668,148.69400000000002,2.0220795126670317,1.0148248720533994,3,146.36,0.02422145328719723,148.19,1
AAPL,2021-08-20,147.44,148.5,146.78,148.19,60549630.0,0.005086814975583288,148.512,1.9600170067269223,0.7046809022792666,4,146.7,0.011718217740836619,149.71,1
AAPL,2021-08-23,148.31,150.19,147.89,149.71,60131810.0,0.009439687141797624,148.23,1.9412527455780166,0.7785111547269656,0,148.19,0.015552099533437093,149.62,0
AAPL,2021-08-24,149.45,150.86,149.15,149.62,48606428.0,0.0011375041820007757,148.116,1.7569430522588643,0.7094292436717167,1,149.71,0.011464968152866295,148.36,0
AAPL,2021-08-25,149.81,150.32,147.8,148.36,58991300.0,-0.009678926640411112,148.51600000000002,1.484611434383698,0.9356585091160441,2,149.62,0.01705006765899852,147.54,0
AAPL,2021-08-26,148.35,149.12,147.51,147.54,48597200.0,-0.0054600606673407635,148.684,1.5383501263050863,0.8775974697847814,3,148.36,0.01091451427021906,148.6,1
AAPL,2021-08-27,147.48,148.75,146.83,148.6,55802400.0,0.007594250067805836,148.76600000000002,1.5316182437005073,1.0252926314711657,4,147.54,0.01307634679561389,153.12,1
AAPL,2021-08-30,149.0,153.49,148.61,153.12,90956723.0,0.027651006711409427,149.448,1.9617647950513373,1.5011636698662265,0,148.6,0.03283762869255094,151.83,0
AAPL,2021-08-31,152.66,152.8,151.29,151.83,86453117.0,-0.005436918642735386,149.89000000000001,2.147055089080672,1.2683821783955047,1,153.12,0.009980831515632357,152.51,1
